LocationID,OrganisationCode,LocationNameEN,VenueTypeEN,AddressEN,Latitude,Longitude,SSID,NumberOfHotspots,MoreInformationEN,MoreInformationLinkEN,InWifiMap
CDPFL87,chk,Caritas Pokfulam Community Development Project,Welfare Service Units,"87 Pokfulam Village, Hong Kong",22.259719,114.137472,Wi-Fi.hk via CaritasHK,2,,,False
CDSK,chk,Caritas Sai Kung Community Development Project,Welfare Service Units,"G/F, No 45, Kwong Fat House, Man Yee Fishermen Estate, No. 140 Hong Kin Road, Tui Min Hoi, Sai Kung, NT",22.37592,114.26917,Wi-Fi.hk via CaritasHK,4,,,False
CDYL,chk,Caritas Yuen Long Rural Community Development Project,Welfare Service Units,"G/F, 152 Tsz Tong Tsuen, Kam Sheung Road, Yuen Long",22.43804,114.066269,Wi-Fi.hk via CaritasHK,3,,,False
CERTIZEN-001,certizen,CERTIZEN LIMITED,Government Buildings & Offices,3/F KOWLOON EAST GOV'T OFFICES 12 LEI YUE MUN RD KWUN TONG,22.309602,114.229779,Wi-Fi.HK via CERTIZEN,5,,,False
CHEC,WWCWDHK,Women's Welfare Club Western District HK Chung Hok Elderly Centre,Welfare Service Units,"2/F,60 Bridges Street,Sheung Wan",22.283519,114.149679,Wi-Fi.HK via ChungHok_Guest,2,,,False
CHH,chk,Caritas Hostel Hunghom,Welfare Service Units,"No.1 Hung Ling Street, Hung Hom, KLN",22.305273,114.184224,Wi-Fi.HK via Caritas HK,3,,,False
CIC ZCB,cic,Zero Carbon Building,Government Related Organisation Offices,"8 Sheung Yuet Road, Kowloon Bay",22.321037,114.208307,ZCB_WiFi,20,,,False
CIC-001,cic,Construction Industry Trade Testing Centre,Government Related Organisation Offices,"95 Yue Kwong Road Southern, Hong Kong",22.251182,114.158897,Wi-Fi.HK via CIC,10,,,True
CIC-002,cic,Kowloon Bay Training Centre,Government Related Organisation Offices,"44 Tai Yip Street, Kowloon Bay",22.318786,114.213854,Wi-Fi.HK via CIC,20,,,False
CITA,hkuspace,HKU SPACE - Clothing Industry Training Authority Centre,University & Tertiary Institutes,"1, 4, 8, 10/F, 63 Tai Yip Street, Kowloon Bay, Kowloon",22.3201197,114.2128869,Wi-Fi.HK via HKUSPACE,11,,,False
CityU-011,cityu,"Multifunction Hall 1, 2 and 3, and common rooms at the ground floor of each Student Residence's Hall",University & Tertiary Institutes,"22 Cornwall Street, Kowloon Tong, Hong Kong",22.337,114.173,Wi-Fi.HK via CityU,172,,,False
CMAECH,cmacuhk,C & M A Cheung Hang Neighbourhood Elderly Centre,Welfare Service Units,"Shop No. 101, First Floor, Cheung Hang Shopping Centre, Cheung Hang Estate, Tsing Yi, N.T.",22.354396,114.097855,Wi-Fi-HK via CMAECH,2,,,False
CMAECH2,cmacuhk,C & M A Cheung Hang Neighbourhood Elderly Centre,Welfare Service Units,"11, G/F, Wing B, Hang Chun House, Cheung Hang Estate, Tsing Yi, N.T.",22.357793,114.098044,Wi-Fi-HK via CMAECH2,2,,,False
CMAEKL,cmacuhk,C & M A Bradbury King Lam Neighbourhood Elderly Centre,Welfare Service Units,"G/F, King Lam Neighbourhood Community Centre, King Lam Estate, Tseung Kwan O, Sai Kung, N.T.",22.319855,114.261008,Wi-Fi.HK via CMAEKL,2,,,False
CMAEKL2,cmacuhk,C & M A Bradbury King Lam Neighbourhood Elderly Centre,Welfare Service Units,"1/F, King Lam Neighbourhood Community Centre, King Lam Estate, Tseung Kwan O, Sai Kung, N.T.",22.319855,114.261008,Wi-Fi.HK via CMAEKL2,2,,,False
CMAELF,cmacuhk,C & M A Lei Fook Neighbourhood Elderly Centre,Welfare Service Units,"Unit 29, G/F, Lei Ning House, Ap Lei Chau Estate, Hong Kong",22.245121,114.149632,Wi-Fi.HK via CMAELF,2,,,True
CMAELF2,cmacuhk,C & M A Lei Fook Neighbourhood Elderly Centre,Welfare Service Units,"Unit 29, G/F, Lei Chak House, Ap Lei Chau Estate, Hong Kong",22.244742,114.150136,Wi-Fi.HK via CMAELF2,2,,,False
CMAEYL,cmacuhk,C & M A Yau Lai Neighbourhood Elderly Centre,Welfare Service Units,"G/F, Tsui Lai House, Yau Lai Estate, Yau Tong, Kowloon",22.299566,114.236418,Wi-Fi.HK via CMAEYL,2,,,False
CNECTP1,CNECGLNEC,CNEC Grace Light Neighbourhood Elderly Centre,Welfare Service Units,"Unit 104-105, G/F, Shin Nga House, Fu Shin Estate, Tai Po, New Territories",22.453896,114.175676,Wi-Fi HK Via CNEC,2,,,False
CP0006,Cyberport,Cyberport Service Annex,Transportation/Boundary & Related Facilities,"Cyberport Service Annex, Cyberport, 100 Cyberport Road",22.26253,114.130484,Wi-Fi.HK via Cyberport,5,,,False
CPH,chk,Caritas Pelletier Hall,Welfare Service Units,"NKIL 6010, Clear Water Bay Road, Kowloon.",22.33581,114.216643,Wi-Fi.HK via Caritas HK,18,,,False
CPU3-5F,swd,Social Welfare Department,Government Buildings & Offices,"Rm 501, 5/F, Cityplaza Three, 14 Taikoo Wan Road, Quarry Bay, Hong Kong",22.2878,114.2168,Wi-Fi.HK via SWD,4,,,False
CPU4-10F,swd,Social Welfare Department,Government Buildings & Offices,"10/F, Tsuen Wan Multi-storey Carpark Building, 174-208 Castle Peak Road, Tsuen Wan, N.T.",22.3725,114.1188,Wi-Fi.HK via SWD,5,,,False
CPU5WC,swd,Social Welfare Department,Government Buildings & Offices,"Wings C, G/F, Shui Yip House, Tin Shui Estate, Tin Shui Wai, N.T.",22.45455,113.99955,Wi-Fi.HK via SWD,3,,,False
CSH-01,CSHCC,Wan Ho Kan Care and Attention Home,Welfare Service Units,"9 Wo Shun Lane, Pak She, Cheung Chau, New Territories, Hong Kong",22.212488,114.027079,Wi-Fi.hk via CSHCC (CA),8,,,False
CSH-02,CSHCC,Wan Ho Kan Neighbourhood Elderly Centre,Welfare Service Units,"138 Pak She Sun Tsuen, Cheung Chau, New Territories",22.212709,114.027569,Wi-Fi.hk via CSHCC (NEC),6,,,False
CSH-03,CSHCC,Chung Shak Hei (Cheung Chau) Home For the Aged,Welfare Service Units,"Pak She, Cheung Chau, New Territories",22.213091,114.027469,Wi-Fi.hk via CSHCC (CH),6,,,False
CUHK-001,cuhk,The Chinese University of Hong Kong,University & Tertiary Institutes,"The Chinese University of Hong Kong, Shatin, New Territories",22.41921,114.20633,Wi-Fi.HK via CUHK,2482,,,False
CUHK-008,cuhk,Prince of Wales Hospital - CUHK The Jockey Club School of Public Health and Primary Care,Hospitals & Clinics,"G/F - 3/F & 5/F, CUHK Jockey Club School of Public Health and Primary Care, Prince of Wales Hospital, Shatin, New Territories",22.3783984,114.2023706,Wi-Fi.HK via CUHK,11,"G/F - 1/F, 2/F (Rm 209), 3/F (Rm 301 Teaching Room, Rm 327 Office), 5/F (SPH Office)",,False
CWEIFSC3F,swd,Social Welfare Department,Government Buildings & Offices,"3/F, Chai Wan Municipal Services Building, 338 Chai Wan Road, Chai Wan, Hong Kong",22.2634,114.2398,Wi-Fi.HK via SWD,2,,,False
CWIFU4F,swd,Social Welfare Department,Government Buildings & Offices,"4/F, Tung Che Commercial Centre, 246 Des Voeux Road West, Sai Ying Pun, Hong Kong",22.2878,114.1418,Wi-Fi.HK via SWD,2,,,False
CWWIFSC1F,swd,Social Welfare Department,Government Buildings & Offices,"Level 1, Government Offices, New Jade Garden, 233 Chai Wan Road, Chai Wan, Hong Kong",22.26384,114.2365,Wi-Fi.HK via SWD,1,,,False
CYB,hkuspace,HKU SPACE - Cyberport Centre,University & Tertiary Institutes,"Unit 511-521, Level 5, Cyberport 1, 100 Cyberport Road, Hong Kong.",22.2625962,114.129847,Wi-Fi.HK via HKUSPACE,4,,,False
CYS-01,hkcys,Shatin Integrated Home Care Service Centre,Welfare Service Units,"G2, Lee Hing House, Lee On Estate, Ma On Shan, Shatin, N.T.",22.425891,114.241813,WiFi.HK via HKCYS,4,,,False
CYS-02,hkcys,Tai Po Integrated Home Care Service Centre,Welfare Service Units,"G/F, Units 11-12, Tai Wing House, Tai Yuen Estate, Tai Po, N.T.",22.454503,114.169865,WiFi.HK via HKCYS,2,,,False
CYS-03-2,hkcys,Hung Hom Integrated Family Service Centre,Welfare Service Units,"Upper G/F, Hung Sing House, Hung Hom Estate, Kowloon",22.307242,114.189064,WiFi.HK via HKCYS,2,,,False
CYS-04,hkcys,Little Starfish – On-site Pre-school Rehabilitation Services,Welfare Service Units,"Unit 1201, Level 12 of Tower II Metroplaza , 223 Hing Fong Road, Kwai Chung",22.357446,114.126331,WiFi.HK via HKCYS,4,,,False
CYS-05,hkcys,Tai Po District Youth Outreaching Social Work Team,Welfare Service Units,"Unit 24,G/F, Heng Yue House, Fu Heng Estate, Tai Po, N.T.",22.458996,114.172271,WiFi.HK via HKCYS,6,,,False
DEVB-001,devb,"Exhibition Hall, Energizing Kowloon East Office",Government Buildings & Offices,"122 Hoi Bun Road, Kwun Tong",22.311955,114.217763,Wi-Fi.HK via EKEO,2,,,False
disneyland-01,disneyland,Hong Kong Disneyland,Entertainment & Leisure,"Lantau Island, Hong Kong",22.313196,114.041247,Wi-Fi.HK via Hong Kong Disneyland,340,,,False
East Point City 001,epc,East Point City,Stores/Shopping Malls,"East Point City, 8 Chung Wa Road, Tseung Kwan O",22.3163658,114.2652397,Wi-Fi.HK via EPCC,26,,,False
ECIC-01,ecic,Hong Kong Export Credit Insurance Corporation,Government Related Organisation Offices,"75 Mody Road, Tsimshatsui East, Kowloon, Hong Kong",22.2995198,114.1785839,Wi-Fi.HK via ECIC,2,,,False
EGH,chk,CARITAS EVERGREEN HOME,Welfare Service Units,"1&2/F, Sai Ying Pun Community Complex, 2 High Street, Sai Ying Pun, Hong Kong",22.28492,114.14407,Wi-Fi.HK via CaritasHK,8,,,False
FCPSUKT21F,swd,Social Welfare Department,Government Buildings & Offices,"Unit 2101, 21/F, Kwun Tong View, 410 Kwun Tong Road, Kwun Tong, Kowloon",22.3129,114.2244,Wi-Fi.HK via SWD,2,,,False
FCPSUYLWC,swd,Social Welfare Department,Government Buildings & Offices,"Wing C, G/F, Wah Yuet House, Tin Wah Estate, Tin Shui Wai, N.T.",22.4606,113.9952,Wi-Fi.HK via SWD,4,,,False
FEHD0027,smt,Sha Tau Kok Market,Stores/Shopping Malls,"23 Shun Lung Street, Sha Tau Kok, New Territories",22.54466,114.22488,Wi-Fi.HK via SmarTone,4,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Sha Tau Kok Market_Hotspot_Diagram.pdf,False
FEHD0086,PCCW,Chuk Yuen Village Public Toilet,Others,"Chuk Yuen, Ta Kwu Ling",22.545527,114.155458,Wi-Fi.HK via CSL,2,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Chuk Yuen Village Public Toilet_hotspot_diagram.pdf,False
FEHD0205,PCCW,Kei Ling Ha Lo Wai Public Toilet,Others,"Kei Ling Ha Lo Wai, Sai Sha Road, Sai Kung",22.41088,114.27473,Wi-Fi.HK via CSL,2,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/SC4-RC-KeiLingHaLoWaiPublicToilet.pdf,False
FEHD0400,PCCW,Pak Mong Village Public Toilet,Others,"Pak Mong Village, Lantau",22.29566,113.97191,Wi-Fi.HK via CSL,2,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/SC4-RC-PakMongVillagePublicToilet.pdf,False
FEHD0515,PCCW,Shap Long San Tsuen Public Toilet,Others,"Shap Long San Tsuen, Lantau",22.24191,113.99285,Wi-Fi.HK via CSL,1,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/SC4-RC-ShapLongSanTsuenPublicToilet.pdf,False
FEHD0837,smt,Public Toilet at Flower Market Road / Sai Yee Street,Others,"Public Toilet at Flower Market Road / Sai Yee Street 188 Sai Yee Street, Kowloon",22.3251585,114.1706893,Wi-Fi.HK via SmarTone,4,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/SC4-RC-PublicToiletatFlowerMarketRoadSaiYeeStreet.pdf,False
FHH,chk,CARITAS FU HENG HOME,Welfare Service Units,"G/F., Heng Wing House, Fu Heng Estate, Tai Po, New Territories",22.460189,114.172554,WiFi.HK via Caritas HK,4,,,False
FKNEC-01,FungKai,Fung Kai Neighbourhood Elderly Centre,Welfare Service Units,"G/F, 22 Tin Ping Road, Sheung Shui, N.T.",22.50782,114.13019,WiFi.HK via Fung Kai,3,,,False
FLPCSO4F,swd,Social Welfare Department,Government Buildings & Offices,"4/F, North District Government Offices, 3 Pik Fung Road, Fanling, N.T.",22.4945,114.1384,Wi-Fi.HK via SWD,3,,,False
FS-001B,chk,CARITAS DR. & MRS. OLINTO DE SOUSA INTEGRATED FAMILY SERVICE CENTRE,Welfare Service Units,"Unit 118-119, G/F, Block A, Herring Gull House, Sha Kok Estate, Shatin, N.T.",22.378995,114.193717,WiFi.HK via Caritas HK,2,,,False
FS-002,chk,CARITAS INTEGRATED FAMILY SERVICE CENTRE - TUEN MUN,Welfare Service Units,"Unit 1 - 5, G/F, Leung Chun House, Leung King Estate, Tuen Mun",22.405442,113.960888,WiFi.HK via Caritas HK,4,,,False
FS-003A,chk,Caritas Lok Heep Club - Hong Kong Centre,Welfare Service Units,"12/F, Southorn Centre, 130 Hennessy Road, Wan Chai",22.277284,114.172755,WiFi.HK via Caritas HK,2,,,False
FS-004,chk,Caritas Integrated Family Service Centre – Tung Tau (Wong Tai Sin South West),Welfare Service Units,"1/F, Tung Tau Community Centre, 26 Lok Sin Road, Wong Tai Sin, Kowloon",22.332218,114.193529,WiFi.HK via Caritas HK,6,,,False
FS-005,chk,CARITAS INTEGRATED FAMILY SERVICE CENTRE – ABERDEEN (TIN WAN),Welfare Service Units,"20 Tin Wan Street, Aberdeen, Hong Kong",22.249886,114.149555,WiFi.HK via Caritas HK,2,,,False
FS-006,chk,CARITAS INTEGRATED FAMILY SERVICE CENTRE – TIN SHUI WAI,Welfare Service Units,"Wing B & C, G/F, Shui Lung House, Tin Shui Estate, Tin Shui Wai, N.T.",22.457454,113.995793,WiFi.HK via Caritas HK,4,,,False
FS-007,chk,CARITAS INTEGRATED FAMILY SERVICE CENTRE – TSUEN WAN (EAST),Welfare Service Units,"G/F, Block A, Shek To House, Shek Wai Kok Estate, Tsuen Wan, N.T.",22.374824,114.121944,WiFi.HK via Caritas HK,2,,,False
FS-008,chk,Caritas Family Crisis Support Center,Welfare Service Units,"50 Kwun Tong Road , Kowloon",22.331053,114.208929,WiFi.HK via Caritas HK,16,,,False
FS-009,chk,CARITAS INTEGRATED FAMILY SERVICE CENTRE – FANLING,Welfare Service Units,"3/F & 4/F, Fanling South Government Complex, No. 7, Wo Ming Lane, Fanling, N.T.",22.4851847496382,114.142558726679,WiFi.HK via Caritas HK,4,,,False
FS-010,chk,CARITAS INTEGRATED FAMILY SERVICE CENTRE – SHAUKEIWAN,Welfare Service Units,"2/F, Aldrich Bay Integrated Services Building, 15 Aldrich Bay Road, Shau Kei Wan, Hong Kong",22.28008,114.22724,WiFi.HK via Caritas HK,2,,,False
FTC,hkuspace,HKU SPACE - Fortress Tower Learning Centre,University & Tertiary Institutes,"Fortress Tower, 250 King’s Road, North Point, Hong Kong",22.288662,114.1943634,Wi-Fi.HK via HKUSPACE,38,,,False
FTH,chk,CARITAS FU TUNG HOME,Welfare Service Units,"Wings B & C, G/F., Tung Shing House, Fu Tung Estate, Tung Chung, Lantau Island",22.2868386,113.941497,Wi-Fi.HK via Caritas HK,6,,,False
fwft,chk,CARITAS FUNG WONG FUNG TING HOME,Welfare Service Units,"D.D. 82, LOT 1562, PING CHE ROAD, TA KWU LING, FANLING, NEW TERRITORIES",22.533134,114.153407,WiFi.HK via Caritas HK,6,,,False
GS169,g2000,G2000,Stores/Shopping Malls,"Shop 113, 1/F, Island Place, 500 King's Road, North Point",22.290973,114.202651999999,G2000,1,,,False
GS298,g2000,G2000,Stores/Shopping Malls,"Shop 108-109, Level1, Tsuen Wan Plaza, Tsuen Wan",22.370735,114.111309,G2000,1,,,False
GS319,g2000,G2000,Stores/Shopping Malls,"Shop 2205-2206, 2/F, Lok Fu Place, Wang Tau Hom",22.3384491,114.187057999999,G2000,1,,,False
GS331,g2000,G2000,Stores/Shopping Malls,"Shop G13 & 62-63, Level 1, Telford Plaza I, Kowloon Bay",22.3236611,114.2134294,G2000,1,,,False
GS332,g2000,G2000,Stores/Shopping Malls,"Shop 278, Level 2, Zone B, Tai Po Mega Mall, Tai Po",22.4514040171803,114.170905388559,G2000,2,,,False
GS337,g2000,G2000,Stores/Shopping Malls,"Shop A108-A109, L1, Yoho Mall ll, Yuen Long",22.445332,114.034696,G2000,1,,,False
GS360,g2000,G2000,Stores/Shopping Malls,"Shop 2208-09, Level 2, Sunshine City Plaza, 18 On Luk Street, Sunshine City, Ma On Shan, NT",22.4241753,114.23178,G2000,1,,,False
GS364,g2000,G2000,Stores/Shopping Malls,"Shop Nos. 205 & 212 and 203 & 204, L2, Metroplaza, Kwai Fong",22.357426,114.126901,G2000,1,,,False
GS369,g2000,G2000,Stores/Shopping Malls,"Shop No. 248-249, 2/F, Shun Tak Centre (Podium), 168-200 Connaught Road Central, Hong Kong",22.288052,114.150972,G2000,1,,,False
GS370,g2000,G2000,Stores/Shopping Malls,"Shop 1105-1109, 1/F, Metro City 2, TKO",22.3228322,114.258409,G2000,1,,,False
GS391,g2000,G2000,Stores/Shopping Malls,"Unit No. 6W511, Level 6, Terminal 1, HK International Airport",22.313591,113.926533,G2000,1,,,False
GS392,g2000,G2000,Stores/Shopping Malls,"Shop 250, 2/F, Cityplaza, Taikoo Shing",22.2867128,114.217407399999,G2000,1,,,False
GS393,g2000,G2000,Stores/Shopping Malls,"Shop L1-22 a&b, Upper Concourse Level, apm, Millennium City 5, Kwun Tong",22.312177,114.225126,G2000,1,,,False
GS396,g2000,G2000,Stores/Shopping Malls,"Shop 2202 – 2203, Tuen Mun Town Plaza, Tuen Mun.",22.3930701,113.9764596,G2000,2,,,False
GS397,g2000,G2000,Stores/Shopping Malls,"G/F-1/F, 28-30 Argyle Street, Mong Kok",22.3192656,114.17034,G2000,4,,,False
GS398,g2000,G2000,Stores/Shopping Malls,"Shop No. G61 and 161, Mira Place 2, Tsim Sha Tsui",22.3001113,114.1720763,G2000,5,,,False
GS500,g2000,G2000,Stores/Shopping Malls,"Shop L1-40, Level 1, Festival Walk, 80 Tat Chee Avenue, Kowloon Tong",22.3372971,114.1745273,G2000,1,,,False
GS501,g2000,G2000,Stores/Shopping Malls,"Shop G32-33, Fashion World (Site2), Whampoa Garden, Hung Hom",22.305019,114.189083,G2000,2,,,False
GS502,g2000,G2000,Stores/Shopping Malls,"Shop 479, Level 4, New Town Plaza, Phase I, Sha Tin",22.3814592,114.1889307,G2000,1,,,False
GS503,g2000,G2000,Stores/Shopping Malls,"Shop Nos. 330, L3, Landmark North, Sheung Shui",22.5027076,114.127838399999,G2000,1,,,False
HA0016,PCCW,Pok Oi Hospital,Hospitals & Clinics,"Au Tau, Yuen Long, NT",22.445239,114.041794,Wi-Fi.HK via CSL,49,"Hotspot Location in Venue
",https://theme.gov.hk/en/theme/wifi/images/coverage/Pok%20Oi%20Hospital_hotspot_diagram.pdf,False
HA0032,PCCW,Hong Kong Children's Hospital,Hospitals & Clinics,"1 Shing Cheong Road, Kowloon Bay, KLN",22.315761,114.208766,Wi-Fi.HK via CSL,134,"Hotspot Location in Venue
",https://theme.gov.hk/en/theme/wifi/images/coverage/Hong%20Kong%20Children%20Hospital_hotspot_diagram.pdf,False
HA0034,PCCW,Prince of Wales Hospital,Hospitals & Clinics,"30 - 32 Ngan Shing Street, Shatin, New Territories",22.379262,114.201032,Wi-Fi.HK via CSL,17,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Prince of Wales Hospital_2ndPPC_Hospot_Diagram.pdf,False
HA0038,PCCW,Tuen Mun Hospital (Ambulatory Care Centre),Hospitals & Clinics,"23 Tsing Chung Koon Road, Tuen Mun, N.T.",22.40904,113.97643,Wi-Fi.HK via CSL,15,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Tuen Mun Hospital (Ambulatory Care Centre)_Hospot_Diagram.pdf,False
HA0040,PCCW,Kwong Wah Hospital,Hospitals & Clinics,"25 Waterloo Road, Yau Ma Tei",22.315172,114.172351,Wi-Fi.HK via CSL,27,"Hotspot Location in Venue
",https://theme.gov.hk/en/theme/wifi/images/coverage/Kwong%20Wah%20Hospital_ppc_hotspot_diagram.pdf,False
HA0041,PCCW,Queen Elizabeth Hospital (Ambulatory Care Centre Extension),Hospitals & Clinics,"30 Gascoigne Road, Kowloon",22.308436,114.17582,Wi-Fi.HK via CSL,5,"Hotspot Location in Venue
",https://theme.gov.hk/en/theme/wifi/images/coverage/Queen%20Elizabeth%20Hospital%20(Ambulatory%20Care%20Centre%20Extension)_hotspot_diagram.pdf,False
HAC DBW_01,HAC,Hans Andersen Club Diana Boyd Wilson Centre,Welfare Service Units,"No. 1-7, G/F Wang Fai House, Wan Tau Hom Estate, Kowloon",22.3412727524292,114.1867820357,Wi-Fi HK Via HACDBW,2,,,False
HAD-003,had,Eastern District Council,Government Buildings & Offices,"DC Meeting Room, 11/F, Eastern Law Court Building, 29 Tai On Street, Sai Wan Ho, Hong Kong",22.28435,114.22411,Wi-Fi.HK via HAD,3,,,False
HAD-004,had,Islands District Council,Government Buildings & Offices,"DC Meeting Room, 14/F., Harbour Building, 38 Pier Road, Central, Hong Kong",22.286606,114.154993,Wi-Fi.HK via HAD,3,,,False
HAD-005,had,Kowloon City District Council,Government Buildings & Offices,"DC Meeting Room, 7/F, Kowloon City Government Offices, 42 Bailey Street, Hung Hom, Kowloon",22.31196,114.189635,Wi-Fi.HK via HAD,4,,,False
HAD-006,had,Kwai Tsing District Council,Government Buildings & Offices,"DC Meeting Room, 10/F, Kwai Hing Government Offices, 166-174 Hing Fong Road, Kwai Chung",22.363026,114.131875,Wi-Fi.HK via HAD,3,,,False
HAD-007,had,Kwun Tong District Council,Government Buildings & Offices,"DC Meeting Room, Unit 05-07, 20/F Millennium City 6, 392 Kwun Tong Road, Kwun Tong, Kowloon",22.313497,114.222054,Wi-Fi.HK via HAD,10,,,False
HAD-008,had,North District Council,Government Buildings & Offices,"DC Meetiing Room, 3/F, North District Government Offices, 3 Pik Fung Road, Fanling, New Territories",22.49459,114.13833,Wi-Fi.HK via HAD,3,,,False
HAD-009,had,Sai Kung District Council,Government Buildings & Offices,"DC Meeting Room, 4/F, Sai Kung Tseung Kwan O Government Complex, 38 Pui Shing Road, Tseung Kwan O",22.317355,114.268128,Wi-Fi.HK via HAD,7,,,False
HAD-010,had,Sha Tin District Council,Government Buildings & Offices,"DC Meeting Room, 4/F Sha Tin Government Offices, 1 Sheung Wo Che Road, Sha Tin, N.T.",22.38569,114.18694,Wi-Fi.HK via HAD,5,,,False
HAD-011,had,Sham Shui Po District Council,Government Buildings & Offices,"DC Meeting Room, 4/F Cheung Sha Wan Government Offices, 303 Cheung Sha Wan Road, Kowloon",22.33185,114.16032,Wi-Fi.HK via HAD,3,,,False
HAD-012,had,Southern District Council,Government Buildings & Offices,"DC Meeting Room, 1/F., Ocean Court, 3 Aberdeen Praya Road, Aberdeen, Hong Kong.",22.247386,114.159186,Wi-Fi.HK via HAD,4,,,False
HAD-013,had,Tai Po District Council,Government Buildings & Offices,"DC Meeting Room, 4/F, Tai Po Complex, 8 Heung Sze Wui Street, Tai Po, New Territories",22.44615,114.16652,Wi-Fi.HK via HAD,4,,,False
HAD-014,had,Tsuen Wan District Council,Government Buildings & Offices,"DC Meeting Room, 2/F., Tsuen Wan Multi-storey Carpark Building, 174-208 Castle Peak Road, Tsuen Wan, N.T.",22.37257,114.11879,Wi-Fi.HK via HAD,5,,,False
HAD-015,had,Tuen Mun District Council,Government Buildings & Offices,"DC Meeting Room, 3/F, Tuen Mun Government Offices, 1 Tuen Hi Road, Tuen Mun, N.T.",22.39041,113.97633,Wi-Fi.HK via HAD,4,,,False
HAD-016,had,Wan Chai District Council,Government Buildings & Offices,"DC Meeting Room, 21/F, Southorn Centre, 130 Hennessy Road, Wan Chai.",22.27707,114.17285,Wi-Fi.HK via HAD,4,,,False
HAD-017,had,Wong Tai Sin District Council,Government Buildings & Offices,"DC Meeting Room, 6/F Lung Cheung Office Block, 138 Lung Cheung Road, Wong Tai Sin, Kowloon.",22.341974,114.192142,Wi-Fi.HK via HAD,5,,,False
HAD-018,had,Yau Tsim Mong District Council,Government Buildings & Offices,"DC Meeting Room, 4/F., Mong Kok Government Offices, 30 Luen Wan Street, Kowloon.",22.32138,114.1726,Wi-Fi.HK via HAD,3,,,False
HAD-019,had,Yuen Long District Council,Government Buildings & Offices,"DC Meeting Room, 13/F., Yuen Long Government Offices, No.2, Kiu Lok Square, Yuen Long, N.T.",22.445217,114.026787,Wi-Fi.HK via HAD,3,,,False
HAFC017,hkgwfs,Woodside Biodiversity Education Centre,Entertainment & Leisure,"50 Mount Parker Road, Quarry Bay, Hong Kong",22.281389,114.211389,Wi-Fi.HK,2,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/AFCD-17-WoodsideBiodiversityEducationCentre.pdf,False
HB7F,swd,Social Welfare Department,Government Buildings & Offices,"7/F, Harbour Building, 38 Pier Road, Central, Hong Kong",22.2866,114.1549,Wi-Fi.HK via SWD,2,,,False
HBCH13M,hkgwfs,Big Wave Bay Beach,Entertainment & Leisure,"Big Wave Bay Road, Shek O",22.246491,114.24642,Wi-Fi.HK,3,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Big wave Bay Beach.pdf,False
HBCH15M,hkgwfs,Turtle Cove Beach,Entertainment & Leisure,"Tai Tam Road, Stanley",22.232851,114.22305,Wi-Fi.HK,2,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Turtle Cove Beach.pdf,False
HBCH16M,hkgwfs,Chung Hom Kok Beach,Entertainment & Leisure,"Chung Hom Kok Road, Chung Hom Kok",22.2177,114.202292,Wi-Fi.HK,3,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Chung Hom Kok Beach.pdf,True
HBCH17M,hkgwfs,Middle Bay Beach,Entertainment & Leisure,"South Bay Road, Repulse Bay",22.22951,114.19824,Wi-Fi.HK,2,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/Middle Bay Beach.pdf,True
HBCH18M,hkgwfs,South Bay Beach,Entertainment & Leisure,"South Bay Road, Repulse bay",22.224755,114.19785,Wi-Fi.HK,2,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/South Bay Beach.pdf,True
HBEA001,hkgwfs,Repulse Bay Beach,Entertainment & Leisure,"Beach Road, Repulse Bay, Hong Kong",22.236722,114.196453,Wi-Fi.HK,11,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/LCSD-Beach-1-RepulseBayBeach.pdf,True
HBEA002,hkgwfs,Deep Water Bay Beach,Entertainment & Leisure,"Island Road, Deep Water Bay, Hong Kong",22.244444,114.187778,Wi-Fi.HK,5,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/LCSD-Beach-2-DeepWaterBayBeach.pdf,True
HBEA003,hkgwfs,Shek O Beach,Entertainment & Leisure,"Shek O Road, Shek O, Hong Kong",22.228611,114.250833,Wi-Fi.HK,4,Hotspot Location in Venue,https://theme.gov.hk/en/theme/wifi/images/coverage/LCSD-Beach-3-ShekOBeach.pdf,False
